Abstract;Year
"The present specification relates to a method for tracking user knowledge of a system for tracking user knowledge comprising the steps of: inputting question information into a k^th encoder neural network and generating attention information by reflecting a weight on the question information wherein the question information includes identification information to identify a question the type information of the question and position information on where the question is placed among all the questions; inputting response information into a k^th decoder neural network and generating query data which are information on a question to which a user intends to predict the probability of a correct answer by reflecting a weight on the response information; and learning the system for tracking user knowledge using the attention information as a weight for the query data wherein the system for tracking user knowledge may include a plurality of encoder neural networks and a plurality of decoder neural networks. Therefore an input data format optimized for tracking user knowledge is used to improve performance. COPYRIGHT KIPO 2022";2021
"The present specification relates to a method for tracking user knowledge in a system for tracking the user knowledge which has improved performance using an input data format optimized for tracking the user knowledge. The method for tracking the user knowledge includes the steps of: inputting problem information into a k^th encoder neural network and generating attention information by reflecting a weight in the problem information; inputting response information into the k^th decoder neural network reflecting the weight in the response information to generate query data which is information on a problem for predicting the probability of a corrected answer by a user; and training the system for tracking the user knowledge using the attention information as the weight for the query data. The system for tracking the user knowledge includes a plurality of encoder neural networks and a plurality of decoder neural networks. The step of generating the attention information may include the step of performing upper triangular masking which is an operation for preventing information corresponding to a future position from being subject to an attention operation to predict a next problem. COPYRIGHT KIPO 2022";2021
"The present disclosure relates to a method for tracking user knowledge in a system for tracking the user knowledge capable of predicting a probability of correct answer of a user by inputting information on a problem into an encoder neural network having a transformer structure and inputting information on an answer into a decoder neural network. The method for tracking the user knowledge includes the steps of: generating attention information by inputting the information on the problem into a k^th encoder neural network and reflecting a weight in the information on the problem; generating query data which is information on a problem to be predicted in the probability of the correct answer of the user by inputting the information on the answer into the k^th decoder neural network and by reflecting the weight in the information on the answer; learning the system for tracking the user knowledge by using the attention information as the weight to the query data; and regenerating the attention information based on the comparison between N and K which are number for stacking a plurality of encoder neural networks and a plurality of decoder neural networks. The system for tracking the user knowledge may include the plurality of encoder neural networks and the plurality of decoder neural networks. COPYRIGHT KIPO 2022";2021
The present disclosure relates to a method for tracking user knowledge in a system for tracking the user knowledge capable of predicting a probability of a correct answer of a user by inputting information on a problem into an encoder neural network having a transformer structure and inputting information on an answer into a decoder neural network. Attention information is generated by inputting the information on the problem into a k^th encoder neural network and by reflecting a weight in the information on the problem. Query data which is information on a problem to be predicted in the probability of the correct answer of the user is generated by inputting the information on the answer into the k^th decoder neural network and by reflecting the weight in the information on the answer. The system for tracking the user knowledge is trained by using the attention information as the weight to the query data. Attention information is regenerated based on the comparison between N and K which are number for stacking a plurality of encoder neural networks and a plurality of decoder neural networks. The system for tracking the user knowledge is trained based on the regenerated attention information. The system for tracking the user knowledge may include the plurality of encoder neural networks and the plurality of decoder neural networks. COPYRIGHT KIPO 2022;2021
"The invention discloses an elementary education choice question answering method and device based on a multi-channel convolutional neural network. The method comprises the following steps of: 1) giving a choice question presented in a text form supplementing each option into assertions retrieving each assertion by utilizing a subject knowledge base and screening through a bridging rule to obtain high-confidence evidences; 2) processing the problem information and the high confidence evidence by using a multi-channel convolutional neural network to obtain a confidence competition result between options; and 3) judging an optimal option according to a confidence competition result among the options. High-confidence evidences can be retrieved from a subject knowledge base by utilizing a bridging attention mechanism then questions and evidences are processed simultaneously through a gated multi-channel convolutional neural network to obtain comparison scores among options and then theoptimal option is determined based on the accumulation scores of comparison among all option pairs. Therefore the machine can answer specific subject choice questions in the primary education stageand good performance is obtained.";2021
"The present disclosure relates to a method for tracking user knowledge in a system for tracking the user knowledge capable of predicting a probability of correct answer of a user by inputting information on a problem into an encoder neural network having a transformer structure and inputting information on an answer into a decoder neural network. The method for tracking the user knowledge may include the steps of: generating attention information by inputting the information on the problem into a k^th encoder neural network and reflecting a weight in the information on the problem; generating query data which is information on a problem to be predicted in the probability of the correct answer of the user by inputting the information on the answer into the k^th decoder neural network and by reflecting the weight in the information on the answer; and learning the system for tracking the user knowledge by using the attention information as the weight to the query data. The system for tracking the user knowledge includes a plurality of encoder neural networks and a plurality of decoder neural networks. The step of generating the attention information may include the steps of: performing a key-query masking operation which is an optional operation for preventing an attention from being performed with respect to a zero value (zero padding). COPYRIGHT KIPO 2022";2021
"The present invention relates to a knowledge content transfer and payment system for transferring desired knowledge content and settling a payment by a user (40) in a knowledge sharing server platform (10) connected to a network environment (20) or a wireless environment (30) which comprises: a platform production tool (11) for producing all knowledge contents registered in a knowledge sharing server platform (10); a big data analysis system (12) for comprehensively analyzing usage traces of a user (40) for a knowledge content transfer and payment system and providing the user (40) with feed-back learning; a provider matching system (13) for matching a provider (50) and the user (40) online or offline for learning the knowledge contents; a provider designation system (14) for learning the knowledge contents by designation of the provider (60) by the user (40); an artificial intelligence system (15) for providing the user (40) with preemptive feedback learning with respect to problems expected when learning the knowledge contents; and a payment system (16) using cyber money when transacting all tangible and intangible products distributed in the knowledge sharing server platform (10). The knowledge contents desired by the user are transferred by selection of the user (40) for one of a plurality of learning means and a payment process between the user (40) and a head office (50) between the head office (50) and the provider (60) or between the user (40) the head office (50) and the provider (60) is performed. COPYRIGHT KIPO 2022";2021
"The invention discloses an intelligent semantic matching method and device for educational consultation service and belongs to the technical field of artificial intelligence and natural language processing. In order to solve the technical problem of judging whether semantics of sentence pairs are consistent or not the technical scheme adopted by the invention is as follows: constructing and training a semantic matching model consisting of a multi-granularity embedding module a double-attention semantic matching module a feature aggregation module and a label prediction module; self-attention operation is carried out on word granularity of sentences to obtain key semantic feature representation mutual attention operation between the sentences is carried out to obtain semantic alignment feature representation of mutual perception of sentence pairs and encode the semantic alignment feature representation then similarity of the sentence pairs is measured the similarity is aggregated with the semantic alignment feature representation of perception context to judge whether the semantics of the sentence pairs are consistent or not. The device comprises a sentence pair semantic matching knowledge base construction unit a training data set generation unit a sentence pair semantic matching model construction unit and a sentence pair semantic matching model training unit.";2021
When a user photographs a mathematical problem in a knowledge sharing server platform connected to a network environment or a wireless environment with a smart device to register the mathematical problem in a platform server a formula is converted into text by a Mathpix API in the optical character recognition (OCR) technology and the language except for the formula is converted into text by using a Google API. The reason for this is because Mathpix has very high accuracy whereas Google or Naver OCR has low accuracy in formula recognition. Artificial intelligence is trained based on data obtained by the OCT technology to match a previously constructed unit and difficulty classification database to automatically classify the unit and difficulty of the corresponding problem to automatically store the corresponding classification and difficulty in the previously constructed database. COPYRIGHT KIPO 2022;2021
"The present invention relates to an AI-based customized learning method and system. The AI-based learning method using a web an external server and a terminal and a network for education related to an embodiment of the present invention includes: a first step in which an education server communicates with the web the external server and the terminal based on a responsive web interface and communicates with the external server using a learner profile interface and a learning tool interoperability (LTI) service; and a second step in which the education server provides learning contents to a user using a learning analysis component an AI processing component a content processing component and a service processing component. The learning content may include a question bank and knowledge map-based contents customized automatic question creation contents social learning and e-portfolio-based contents and learning analysis and artificial intelligence-based contents. COPYRIGHT KIPO 2022";2021
"The present invention relates to a method for automatically providing feedback learning content using math problem solving which enables a user to perform self-directed learning. According to the present invention when a user searches for and solves a math problem takes a photo of a solution with a smart device and registers the photo on a platform server a knowledge sharing server platform connected to a network environment or a wireless environment an optical character recognition (OCR) technology converts formulas into text by using a Mathpix API and convers languages excluding the formulas into text using by using a Google API; compares a correct answer explanation of the problem stored in a server database with the converted text to find a part that the user answered incorrectly; and allows artificial intelligence to automatically find a chapter and difficulty level of the wrong part to provide the user with learning content of the chapter such as concepts problems and videos thereby enabling the user to perform feedback learning by himself/herself. COPYRIGHT KIPO 2022";2021
"The invention discloses a university enrollment telephone intelligent customer service system. A user module comprises a user registration function a user login function a user questioning function and a user message leaving function. A background customer service management module comprises a background customer service login function an information reply function a user information viewing function a keyword adding function and a reply language function; theuniversity enrollment telephone intelligent customer service system is used for providing telephone traffic efficiency for college enrollment offices combines soft exchange with artificial intelligence to form the telephone robot customer service system can configure a shunting scheme selects manual seat responses or dialogue robot responses is provided with a professional knowledge base can efficiently and accurately answer related questions of colleges counts the received questions answers are manually supplemented at regular intervals generates corpora  and continuously train the dialogue robot so that the response capability of the dialogue robot is improved the problem that the same or similar questions are repeatedly answered by manual response can be avoided the human input is greatly reduced and the telephone traffic efficiency is improved.";2021
"The embodiment of the invention discloses an auxiliary teaching method device and equipment based on a knowledge graph and a storage medium relates to the field of artificial intelligence and canbe applied to a smart education scene thereby promoting the construction of a smart city. The method comprises the steps of extracting keywords and knowledge points from a pre-stored knowledge base to construct a knowledge graph; if the wrong question text sent by the terminal is received extracting a keyword to be queried from the wrong question text; and obtaining knowledge points associated with the to-be-queried keyword from the knowledge graph to form a knowledge point set and sending the knowledge point set to a terminal. By constructing the knowledge graph after the to-be-queried keyword extracted from the wrong question text is obtained the associated knowledge points can be searched from the knowledge graph to form the knowledge point set so that weak knowledge points of students can be quickly and accurately counted for teachers and the teachers can quickly know the learning conditions of the students; therefore a teaching plan can be made more accurately.";2021
"The invention discloses a knowledge map construction method and a storage medium. The method comprises the following steps that knowledge points are recognized corpora which are partially labeled manually are input into a CRF algorithm model based on machine learning to be trained and the CRF algorithm model is preset as part-of-speech feature tendency and/or information entropy feature tendency and/or full-text word frequency tendency and/or inverse document probability tendency; And knowledge point recognition is performed on the specific document set by using the trained model to obtain a knowledge point set. The knowledge search-oriented dynamic knowledge map construction method provided by the invention is not oriented to the specific business field has universal applicability in different industries only needs to mark a small amount of knowledge points in common and has a good effect of unsupervised operation. And meanwhile for continuously expanded enterprise documentsthe effect of continuously optimizing knowledge map results can also be achieved.";2019
"The invention relates to the technical field of power communication network operation and maintenance in particular to an operation and maintenance knowledge base construction method based on Bayesian and semantic analysis which comprises the following steps: S1 acquiring operation and maintenance data in a database and setting attributes for the acquired operation and maintenance data according to categories; s2 preprocessing the operation and maintenance data obtained in the step S1 based on a Bayesian classification algorithm and then mining the preprocessed operation and maintenancedata to obtain operation and maintenance knowledge data; s3 constructing an operation and maintenance knowledge base establishing a retrieval engine in the operation and maintenance knowledge baseand storing the operation and maintenance knowledge data obtained in the step S2 into the operation and maintenance knowledge base by adopting a generative representation method; and S4 based on a semantic analysis algorithm calculating the similarity between the operation and maintenance knowledge data and the retrieval words input into the retrieval engine and displaying retrieval results according to the sequence of the weights. According to the invention operation and maintenance personnel can solve problems autonomously and the operation and maintenance level and efficiency of the power communication network are improved.";2020
"The invention discloses an SPO selection method and device electronic equipment and a storage medium and relates to the field of artificial intelligence and knowledge maps. The specific implementation scheme is as follows: filtering a plurality of O values corresponding to a current SP extracted by upstream equipment to obtain an SPO corresponding to the current SP and meeting a constraint condition; selecting N SPOs from the SPOs conforming to the constraint condition according to the SPOs conforming to the constraint condition corresponding to the current SP and scores of all O values in the SPOs conforming to the constraint condition wherein N is a natural number greater than or equal to 1. Under the condition that an error exists in the upstream model the SPO which does not meet the constraint condition can be filtered out and therefore the accuracy of SPO selection can be improved.";2020
"The invention relates to an automatic structured carding method for a monitoring information table. The automatic structured carding method comprises the following steps: acquiring monitoring table information; establishing a monitoring information structured model; constructing a word bank; performing natural language analysis and machine learning; and performing inspection and identification. According to the automatic structured carding method the electric power professional noun and the monitoring information knowledge base are expanded and the monitoring information is automatically classified to the equipment identification basis; a basis is provided for tracing monitoring data to equipment-interval-wiring form-voltage class-transformer substation manufacturers and equipment models and a basis is established for subsequent big data analysis; and association between a large amount of monitoring information and equipment can be realized only by a small amount of human intervention. While the manpower is liberated the working quality is improved and the effective management of the monitoring information of the operation station is accelerated to a great extent.";2020
The invention belongs to the technical field of knowledge bases and particularly relates to a knowledge retrieval optimization method based on an improved random forest. According to the method thecoupling of the decision trees in a random forest classification model is reduced and the number of the decision trees is properly reduced so that the structure of the classification model is simplified and the model operation efficiency can be improved to a certain extent. According to the method the weight distribution optimization is carried out on the reserved decision tree by adopting theparticle swarm algorithm so that the classification accuracy of the random forest model can be greatly enhanced. According to the method the improved random forest algorithm is adopted to constructthe classification model the knowledge retrieval results are re-classified the retrieval results with low relevancy with the target retrieval content can be screened out the results are sorted according to the content relevancy the retrieval precision is greatly improved the user experience is enhanced and the search performance index is optimized.;2021
"The invention provides an asset management knowledge base construction method based on automatic data generation. The asset management knowledge base construction method specifically comprises the following steps of S101 constructing a knowledge base through a knowledge graph model; S102 generating an adversarial network framework construction generator model based on a GAN algorithm according to the real data of the knowledge base and performing generation and adversarial learning on the real data in the knowledge base through the generator model to obtain a generated sample; s103 based on reinforcement learning training judging the probability that the generated sample belongs to a real sample by adopting a discriminator and if the judgment probability is 0.5 determining to outputthe generated sample; and S104 storing the generated sample into the knowledge base to finish the construction of the knowledge base. According to the method model output can be continuously optimized through knowledge base data and reinforcement learning training the information of the established knowledge base is more diversified and the timeliness of resources is higher.";2021
"The invention discloses a digital rural operation and maintenance knowledge base platform and updating method based on edge intelligence. The digital rural operation and maintenance knowledge base platform based on edge intelligence is composed of a digital rural operation and maintenance cloud center database and edge intelligent equipment. The digital rural operation and maintenance cloud center database is composed of a user management module an operation and maintenance knowledge data warehouse an AI algorithm model a crawler engine a data interaction interface a similar problem pushing unit and a deep learning and expert group man-machine interaction module. An operation and maintenance engineer submits questions by edge intelligent equipment in a photographing and voice mode and intelligently answers the questions by means of an edge operation and maintenance knowledge base and the questions which cannot be answered are submitted to the cloud to request assistance; the cloud pushes key knowledge to the edge intelligent equipment through deep learning and expert system answering; the edge intelligent equipment adopts a hot search self-maintenance mechanism combines search and consultation record analysis of operation and maintenance engineers only retains limited hot knowledge and achieves efficient storage and rapid search.";2021
"The invention belongs to the technical field of power grid dispatching and discloses an intelligent safety anti-error checking system and an anti-error checking system thereof and the invention comprises the steps: calling a natural voice recognition assembly and carrying out voice broadcasting intelligent task reminding voice interaction intelligent information recommendation and identity authentication based on biological characteristics; performing intelligent search based on natural language understanding and calling equipment state data OMS power failure maintenance list data operation ticket data and scheduling log data; based on the intelligent anti-error function library constructing a power grid dispatching intelligent safety anti-error knowledge base and a corresponding knowledge extraction and reasoning engine. Based on intelligent voice processing natural language understanding big data analysis and intelligent man-machine interaction technologies an intelligent operation ticket drawing-up function an intelligent safety anti-error function an intelligent agent function and an intelligent interaction function are realized and the intelligent level in the field of power grid dispatching operation is improved.";2021
"The invention relates to a computer question-answering system based on an artificial intelligence technology. The computer question-answering system comprises an information editing module an information processing module an information feedback module a data integration module an information display terminal a basic storage library and a user-defined storage library the invention further relates to a computer question and answer method based on the artificial intelligence technology and the method comprises the following steps: 1 enabling a user to form structured data from the arranged question and answer questions through the information editing module and storing the structured data in the basic database; and 2 transmitting the structured data of the questions and answers in the step 1 to an information processing module classifying and comparing the structured data of the questions and answers by the basic storage library outputting the data and transmitting the comparison data to the information processing module. The method has a data learning and updating function can update question and answer related data from an internet knowledge base and improves the question and answer accuracy.";2021
"The invention discloses a structured question and answer model obtaining method a question and answer method and a corresponding device and relates to technologies of knowledge maps deep learning and the like in the technical field of artificial intelligence. According to the specific implementation scheme the method includes obtaining training samples corresponding to N structured question and answer database types wherein each training sample comprises a question sample structured question and answer database type information and a query instruction sample adopted by the question sample for querying the structured question and answer database of the type and N is an integer larger than 1; and training a text generation model by using the training sample to obtain the structured question and answer model taking the question sample and the structured question and answer database type information as the input of the text generation model and taking the query instruction sample as the target output of the text generation model. According to the technical scheme the question and answer effect can be improved.";2021
"The invention discloses an intelligent question-answering method and system based on a power grid domain scheduling scene knowledge graph. The method comprises the following steps: obtaining questioncorpora in a power grid domain scheduling scene; performing named entity identification on the problem corpus to obtain a named entity identification result; converting the named entity identificationresult into entities and attributes in the knowledge graph; carrying out sentence pattern classification on the converted result to obtain a sentence pattern classification result; conducting semantic analysis on sentence pattern classification results and if sentence analysis results are understandable sentence patterns extracting triple information related to the knowledge base; generating acypher query statement based on the triple information; obtaining a query result from the Neo4j knowledge base; and inputting the query result into a question and answer template in the scene classification model to generate an answer. Semantic analysis is performed on questions through a natural language processing technology entity links and attribute links are combined to be converted into gallery query statements results are queried from a knowledge base and answers are obtained in combination with question and answer templates.";2021
"The invention discloses a candidate search term generation method and device equipment and a medium and relates to the technical field of natural language processing and knowledge maps. According tothe specific implementation scheme after an event related text of a target event is obtained a plurality of focus probability vectors are generated according to the event related text and an eventsemantic representation vector of the target event is generated according to structured information of the target event; and a plurality of candidate search terms are formed according to the event semantic representation vector the text semantic representation vector of the event related text and the plurality of focus probability vectors. Therefore by introducing the plurality of focus probability vectors the plurality of focus probability vectors are used for guiding the generation of the plurality of candidate search terms so that the generation efficiency and accuracy of the candidatesearch terms are effectively improved and the generation diversity of the candidate search terms is also improved.";2021
"The invention discloses a customer service staff emotion counseling scheme searching method. The method comprises the following steps: acquiring original pulse data of different emotions; processing the original pulse data to obtain original frequency spectrum data; constructing a grooming scheme knowledge base according to the original spectrum data; performing enhancement processing on the original frequency spectrum data to obtain pulse training data; encoding the pulse training data and inputting the pulse training data into a bert neural network converter for training to obtain an emotion analysis model; acquiring original customer service pulse data of customer service personnel; processing the original customer service pulse data to obtain original customer service frequency spectrum data; inputting the original customer service spectrum data into the bert neural network converter to extract features; inputting the features into the sentiment analysis model to predict the sentiment label category of the customer service staff; and according to the emotion label category searching a corresponding grooming scheme in the grooming scheme knowledge base. The invention is convenient to use and high in working efficiency.";2021
"The invention discloses an information query method system and device and a medium and relates to the field of natural language processing and the method comprises the steps: carrying out the entity recognition of encoded query input information and generating an ontology subgraph; classifying nodes in the ontology sub-graph to obtain node classification labels; generating types and constraint conditions of constraint nodes in the ontology subgraph; obtaining a query graph based on the classification label; obtaining a corresponding entity set in the knowledge base; based on entity information in the entity set obtaining a theme node and a connection node of the information query path; generating the information query path based on the subject node of the information query path the connection node of the information query path the type of the constraint node the constraint condition and the query graph; and executing the information query path to obtain a result corresponding to the query input information and the method improves the efficiency of information query.";2021
Systems methods and computer-readable media provide entity relation extraction across sentences in a document using distant supervision. A computing device can receive an input such as a document comprising a plurality of sentences. The computing device can identify syntactic and/or semantic links between words in a sentence and/or between words in different sentences and extract relationships between entities throughout the document. A knowledge base (e.g. a table chart database etc.) of entity relations based on the extracted relationships can be populated. An output of the populated knowledge base can be used by a classifier to identify additional relationships between entities in various documents. Machine learning can be applied to train the classifier to predict relations between entities. The classifier can be trained using known entity relations syntactic links and/or semantic links.</p>;2017
"Mechanisms are provided for latent ambiguity handling in natural language processing. The method may include: providing an annotated semantic graph based on a knowledge base in which nodes representing semantic concepts are linked by semantic relationships wherein one or more nodes are annotated to indicate a latent ambiguity of the semantic concept; processing a natural language input by activation of the annotated semantic graph; during processing when encountering an annotated node indicating a latent ambiguity of the semantic concept applying a pre-defined latent ambiguity process to the node; and replacing any annotated nodes indicating a latent ambiguity of the concept remaining in an output of the processing of the natural language input with an alternative node from the semantic graph.</p>";2019
"The invention discloses a customer service dialogue method based on artificial intelligence and the method comprises the steps that a cloud server obtains the voice data of a user and extracts a first keyword in the voice data through semantic analysis; synonym expansion is conducted on the first keyword the expanded keyword set serves as an input parameter and is input into a knowledge base tobe inquired and the knowledge base comprises questions and corresponding answers; if the query fails the dialogue is defined as a non-standard dialogue user portrait drawing is performed on the user and the user behavior is predicted through a deep learning algorithm based on the user portrait; and based on the prediction result an answer matched with the prediction result is sent to the user in a voice mode.";2020
"The invention discloses a knowledge base questioning and answering method based on deep learning and the method comprises the following steps: performing theme entity identification on natural language questions of a user to identify a plurality of theme entities; performing weight assignment according to the plurality of theme entities to obtain a plurality of central entities with different weights; selecting candidate answer paths according to the plurality of central entities with different weights and calculating a similarity total score; sorting and weighting the candidate answer pathsaccording to the similarity total score to obtain a plurality of candidate answer paths with different weights; and performing function matching calculation on the plurality of central entities withdifferent weights and the plurality of candidate answer paths with different weights to obtain a final answer and feeding back the final answer to the user. According to the method the problem thata traditional question-answering method identifies wrong theme entities or cannot identify theme entities is solved the error rate of a theme entity identification model is reduced the accuracy of an attribute relationship detection model is improved and the question-answering accuracy of a whole knowledge base is improved.";2020
"The present invention relates to an artificial intelligence dialogue system for consultation using an expert system and more particularly to an artificial intelligence dialogue system which collects state variables such as a mood or a situation of a user and provides consultation through inference through an expert system technique according to the collected information. The artificial intelligence dialogue system for consultation using an expert system includes: an interface for exchanging dialogue messages with a user; a natural language processing module for analyzing a user's dialogue and collecting variables regarding a state of the user; and an expert system module composed of a knowledge base which stores expert knowledge related to consultation in a rule form and an inference engine which infers a correct answer according to the knowledge base. COPYRIGHT KIPO 2022";2021
"The invention discloses an event extraction method and device electronic equipment and a storage medium and relates to the technical field of computers in particular to the technical field of artificial intelligence such as natural language processing deep learning and knowledge maps. According to the specific implementation scheme the method ocmprises the steps: obtaining an event description text; determining at least one candidate event type according to the event description text the candidate event type corresponding to a group of query statements; according to the query statementextracting the corresponding event element from the event description text so that the dependence of event element extraction on an event definition system can be effectively reduced the extractioneffect of the event element is effectively improved and the method has relatively good generalization ability.";2021
The invention relates to an intelligent interaction platform based on automatic speech recognition and natural language processing which is used for realizing the combination of speech recognition and language processing and saving human resources. The intelligent interaction platform based on automatic speech recognition and natural language processing aims at college and university academic office systems and comprises a speech recognition platform a natural language processing platform a man-machine conversation platform a speech synthesis platform a cloud data center platform and the like. Wherein the cloud data platform comprises a voice knowledge base processing module a voice knowledge base data module a voice text retrieval and analysis module and a response knowledge text output module. Compared with a current college teaching office system the college teaching office system has the advantages that the advanced voice recognition technology and the language processing technology are adopted students can interact with a teaching office platform and a teacher through voice recognition and natural language interactive communication is more comprehensive and the efficiency of the students and the teacher in work is higher.;2021
A knowledge increasing method includes calculating uncertainty of knowledge obtained from a neural network using an explicit memory determining the insufficiency of the knowledge on the basis of the calculated uncertainty obtaining additional data (learning data) for increasing insufficient knowledge and training the neural network by using the additional data to autonomously increase knowledge.</p>;2021
"In a system for managing blended agent and automated chat in a contact center setting the system includes: a chat orchestration server invoking natural language processing on a received communication selecting a standardized text communication responsive to the natural-language-processed communication and transmitting the standardized text communication to an agent device; and a knowledge management server for determining confidence values and populating ranked lists of responsive standardized text communications.";2021
"The invention relates to an efficient intelligent question-answering system for knowledge in the field of artificial intelligence. The system comprises a preparation module and a question-answering module wherein the preparation module comprises a data collection module a model training module and a question and answer system knowledge structure construction module; the question-answering module comprises an input preprocessing module a question-answering module based on a knowledge base a question-answering module based on a text library and a question recommendation module based on the knowledge base. Through the preparation module and the question-answering module the word segmentation accuracy of user questions knowledge base questions and text base questions is greatly enhanced and the overall accuracy of the full question-answering system is greatly improved so that the user experience is greatly improved and the knowledge question-answering service with low cost high efficiency and high user experience is realized.";2021
"The invention relates to a knowledge base question-answering method fusing a multi-head-attention mechanism and relative position encoding belonging to the field of natural language processing. According to the invention a Transformer encoder is introduced to replace BiLSTM to encode questions; meanwhile due to the structure problem of Transformer the Transformer encoder is insufficient in capability of acquiring information of relative position words in sentences; and the relative position encoding thought in Transform-XL is adopted in the invention an absolute position encoding formula used in Transformer is rewritten relative position encoding is used for replacing absolute position encoding and thus the situation that the capacity of acquiring the information of relative position words is insufficient is made up for.";2021
A natural language understanding (NLU) system utilizes a knowledge network having interconnected actor perceiver predictor (APP) nodes associated with context action and result. For a received utterance an utterance type is determined and an input message is generated based on the utterance type. The input message includes word-concept groupings which include words of the received utterance and concept tags associated with the words. An action type is determined based on the utterance type. The knowledge network is searched to locate a subset of the APP nodes that exceed a threshold connection weight and thereby discriminate the word-concept groupings from other word-concept groupings represented by nodes of the network. Metadata for the word-concept groupings is retrieved from the subset of the APP nodes and a response to the received utterance is generated by incorporating the metadata into a response template.;2021
A natural language understanding (NLU) system utilizes a knowledge network having interconnected actor perceiver predictor (APP) nodes associated with context action and result. For a received utterance an utterance type is determined and an input message is generated based on the utterance type. The input message includes word-concept groupings which include words of the received utterance and concept tags associated with the words. An action type is determined based on the utterance type. The knowledge network is searched to locate a subset of the APP nodes that exceed a threshold connection weight and thereby discriminate the word-concept groupings from other word-concept groupings represented by nodes of the network. Metadata for the word-concept groupings is retrieved from the subset of the APP nodes and a response to the received utterance is generated by incorporating the metadata into a response template.</p>;2021
"The invention relates to the field of artificial intelligence and discloses an answer retrieval method based on artificial intelligence which comprises the following steps of: receiving a question statement input by a user on a search platform generating a similar statement vector of the question statement by utilizing a vector generation mechanism in a trained semantic recognition model using a semantic recognition mechanism in the trained semantic recognition model for extracting semantic vectors of question statements from similar statement vectors; matching problem vectors of the semantic vectors from a pre-constructed vector database; searching a question answer of the question vector from a pre-constructed question and answer knowledge base and checking the timeliness of the question answer; when the timeliness meets a preset condition returning the question answer to the user; and when the timeliness does not meet the preset condition updating the answer of the question vector and then returning the answer to the user. In addition the invention also relates to a blockchain technology and the question answer can be stored in a blockchain. According to the method the question semantic recognition capability can be improved and the question answer retrieval efficiency is enhanced.";2021
