Ilce,OdaSayisi, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati
Merkezefendi,4,125,Alt Kat,0,Yerden Isıtma,3,Uygun değil,Eşyalı Değil,1,Sıfır,Hayır,2500000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4200000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2700000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Bilinmiyor,1,Sıfır,Evet,2700000
Merkezefendi,3,95,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Merkezefendi,4,135,Alt Kat,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,4100000
Merkezefendi,3,125,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000
Merkezefendi,3,55,Alt Kat,9,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1390000
Merkezefendi,5,170,Orta Kat,4,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,3400000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,4200000
Merkezefendi,4,165,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,6500000
Merkezefendi,4,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000
Merkezefendi,3,115,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2650000
Merkezefendi,3,90,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1375000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2550000
Merkezefendi,3,60,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Hayır,1750000
Merkezefendi,4,160,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000
Merkezefendi,4,150,Orta Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3750000
Merkezefendi,4,165,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,6750000
Merkezefendi,7,155,Alt Kat,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2750000
Merkezefendi,3,55,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Evet,1775000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3300000
Merkezefendi,3,95,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Merkezefendi,3,115,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2500000
Merkezefendi,3,135,Orta Kat,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1880000
Merkezefendi,5,200,Orta Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,7000000
Merkezefendi,4,135,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4150000
Merkezefendi,2,45,Alt Kat,1,Kombi,3,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,1299000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1750000
Merkezefendi,3,110,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2100000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3900000
Merkezefendi,3,90,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000
Merkezefendi,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000
Merkezefendi,4,165,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4500000
Merkezefendi,4,135,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2850000
Merkezefendi,3,110,Alt Kat,25,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1220000
Merkezefendi,3,105,Alt Kat,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1549000
Merkezefendi,4,140,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3000000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2400000
Merkezefendi,4,180,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,6500000
Merkezefendi,4,135,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3350000
Merkezefendi,4,155,Alt Kat,4,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3125000
Merkezefendi,3,110,Alt Kat,4,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,4,135,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2900000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2250000
Merkezefendi,4,160,Orta Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4900000
Merkezefendi,4,150,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3799000
Merkezefendi,3,120,Alt Kat,9,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1700000
Merkezefendi,5,135,Alt Kat,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1720000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5100000
Merkezefendi,5,195,Orta Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6000000
Merkezefendi,4,155,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2900000
Merkezefendi,4,160,Alt Kat,0,Kombi,3,Uygun değil,Eşyalı Değil,2,Sıfır,Hayır,3750000
Merkezefendi,3,115,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2400000
Merkezefendi,4,145,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000
Merkezefendi,4,190,Alt Kat,5,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,6390000
Merkezefendi,5,190,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5000000
Merkezefendi,3,110,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2850000
Merkezefendi,3,110,Alt Kat,5,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1750000
Merkezefendi,5,185,Orta Kat,1,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,7000000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2100000
Merkezefendi,3,130,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3000000
Merkezefendi,2,45,Alt Kat,5,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1390000
Merkezefendi,4,145,Orta Kat,2,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2550000
Merkezefendi,3,141,Alt Kat,11,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2400000
Merkezefendi,5,185,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,8500000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000
Merkezefendi,4,175,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5600000
Merkezefendi,5,160,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,6000000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2300000
Merkezefendi,4,125,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2500000
Merkezefendi,3,110,Alt Kat,10,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2000000
Merkezefendi,4,165,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000
Merkezefendi,4,135,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3999999
Merkezefendi,5,188,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,6750000
Merkezefendi,4,150,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1800000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3200000
Merkezefendi,4,145,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3550000
Merkezefendi,3,95,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1950000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1900000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Merkezefendi,4,120,Alt Kat,6,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1650000
Merkezefendi,4,155,Orta Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1990000
Merkezefendi,3,120,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2625000
Merkezefendi,4,145,Orta Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2099000
Merkezefendi,4,145,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3050000
Merkezefendi,4,165,Alt Kat,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,3350000
Merkezefendi,2,90,Alt Kat,2,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1750000
Merkezefendi,4,165,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4500000
Merkezefendi,4,140,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4799000
Merkezefendi,3,115,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1950000
Merkezefendi,4,165,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4750000
Merkezefendi,4,160,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4350000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2450000
Merkezefendi,4,175,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3500000
Merkezefendi,5,180,Alt Kat,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1720000
Merkezefendi,5,200,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6250000
Merkezefendi,4,150,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,6000000
Merkezefendi,4,140,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2880000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1950000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,4600000
Merkezefendi,4,140,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3999999
Merkezefendi,3,150,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2750000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2000000
Merkezefendi,4,150,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3150000
Merkezefendi,4,140,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3500000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000
Merkezefendi,4,130,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000
Merkezefendi,5,175,Orta Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4250000
Merkezefendi,4,150,Orta Kat,23,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2300000
Merkezefendi,4,145,Alt Kat,0,Kombi,7,Uygun,Eşyalı Değil,1,Sıfır,Evet,3100000
Merkezefendi,4,140,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4000000
Merkezefendi,4,165,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,4,155,Alt Kat,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2400000
Merkezefendi,4,155,Üst Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6200000
Merkezefendi,6,180,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,5700000
Merkezefendi,4,145,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2700000
Merkezefendi,3,110,Alt Kat,12,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2180000
Merkezefendi,4,135,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1950000
Merkezefendi,4,125,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3250000
Merkezefendi,4,175,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4200000
Merkezefendi,3,115,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3350000
Merkezefendi,4,150,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4950000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2700000
Merkezefendi,4,144,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,4600000
Merkezefendi,4,175,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,5,210,Orta Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,10000000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3250000
Merkezefendi,4,155,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,4,160,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2500000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1750000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,1950000
Merkezefendi,4,155,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,3,120,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3200000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4500000
Merkezefendi,3,110,Alt Kat,10,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1550000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2200000
Merkezefendi,2,65,Üst Kat,4,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1349000
Merkezefendi,3,150,Alt Kat,25,Soba,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1100000
Merkezefendi,4,145,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,5,190,Alt Kat,9,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,7899000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Merkezefendi,5,220,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,7000000
Merkezefendi,2,60,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Evet,2150000
Merkezefendi,4,160,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,4,150,Alt Kat,5,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,3315000
Merkezefendi,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2850000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,4000000
Merkezefendi,3,110,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2450000
Merkezefendi,5,175,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5500000
Merkezefendi,4,140,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3000000
Merkezefendi,3,100,Orta Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3200000
Merkezefendi,4,130,Orta Kat,32,Kombi,8,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1699000
Merkezefendi,4,160,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3200000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2700000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000
Merkezefendi,4,145,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2650000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3000000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,3,100,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2050000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2500000
Merkezefendi,4,150,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3250000
Merkezefendi,4,160,Orta Kat,0,Yerden Isıtma,8,Uygun,Eşyalı Değil,2,İkinci El,Evet,5500000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000
Merkezefendi,3,115,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Merkezefendi,4,135,Alt Kat,30,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1899000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000
Merkezefendi,5,215,Orta Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6300000
Merkezefendi,5,265,Alt Kat,3,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,6480000
Merkezefendi,4,145,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2650000
Merkezefendi,2,50,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1175000
Merkezefendi,4,150,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3800000
Merkezefendi,4,145,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000
Merkezefendi,4,180,Orta Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,5,196,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,7000000
Merkezefendi,4,155,Orta Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3600000
Merkezefendi,4,150,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3000000
Merkezefendi,4,150,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000
Merkezefendi,4,150,Alt Kat,23,Merkezi,6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2499000
Merkezefendi,4,155,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,5500000
Merkezefendi,4,135,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3600000
Merkezefendi,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000
Merkezefendi,4,120,Alt Kat,13,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3150000
Merkezefendi,4,175,Üst Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,3,100,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3050000
Merkezefendi,4,165,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000
Merkezefendi,4,155,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,4000000
Merkezefendi,4,160,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5000000
Merkezefendi,4,145,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000
Merkezefendi,4,150,Üst Kat,33,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,1700000
Merkezefendi,4,160,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,5500000
Merkezefendi,3,110,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1300000
Merkezefendi,4,160,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,5250000
Merkezefendi,5,175,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,8500000
Merkezefendi,5,175,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4200000
Merkezefendi,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Merkezefendi,5,188,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,7000000
Merkezefendi,4,195,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000
Merkezefendi,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000
Merkezefendi,4,145,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000
Merkezefendi,3,110,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1550000
Merkezefendi,4,170,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4250000
Merkezefendi,5,190,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,7500000
Merkezefendi,5,195,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,6300000
