Year,Abstract
2020,"In some embodiments of the invention a method provides for processing a mention in textual content being input to a content provider. The method can include detecting input by a user of the content provider of the mention and identifying a member of a mention provider such as a social network based on the mention while maintaining privacy of information about the member with respect to the content provider. In some embodiments a computer program product for processing the mention includes a computer readable storage medium having program instructions embodied therewith. In some embodiments of the invention, a system for processing the mention includes a computer system readable media with a program module embodied therewith to detect the mention in the textual content as provided to a content provider. A network adapter with the system can provide the program module or program modules over a network."
2020,"A method (200) of converting a flowchart (110) to a structured electronic representation (116) of the flowchart includes: identifying, in an image (108) of the flowchart, a plurality of shapes (112) corresponding to flowchart blocks of the flowchart; identifying arrows (114) defining flow paths between the flowchart blocks in the image including identifying flowchart blocks connected by the arrows and their directionality; identifying text labels and their locations in the image and determining text content of the text labels; associating the text labels with flowchart blocks or defined flow paths based on locations of the text labels, flowchart blocks, and arrows; and generating the structured electronic representation of the flowchart based on the flowchart blocks, the flow paths, and the text labels. A structure of the structured electronic representation is determined at least based at least on the flow paths between the flowchart blocks of the image."
2020,"Embodiments provided herein provide for customized previews of electronic documents. A template for a particular electronic document may be identified based on document attributes and/or usage parameters. The identified template may define pertinent data to be extracted from structured documents. Portions of documents, including unstructured documents can be provided as a preview such as by rendering an area of the document such as one defined in the template by coordinates or pixels. In this regard, individual users or user groups may configure what data is displayed in a document preview such as by selecting fields and/or by specifying locations of interest within the document. Users can view listings of documents and their respective previews such that the desired document may be identified without rendering complete documents."
2020,"Disclosed herein are system, method, and computer program product embodiments for providing a security model to customizable live applications in a cloud collaboration platform. The security approach may dedicate a frame to each live application, serving the frame from a different domain than a document in which the live application is embedded. This approach ensures that more stringent security requirements may be required of the live application and allows the data presented to the live application to be narrowly tailored. The security model may further leverage sandbox attributes and content-security policies to restrict the behavior of sandboxed and non-sandboxed live applications in accordance with best security practices."
2020,"Apparatus, systems and methods for augmenting a group of media content items by forming a graph including a plurality of nodes and a plurality of edges, where each node represents a segue option at a position in the graph and each edge represents a connection between a first node in the graph at a first position and a second node in the graph at a second position and finding a path in the graph."
2020,"A visual web page analysis system includes an image analyzing unit, a block analyzing unit, a vision identifying unit, and an output unit. The image analyzing unit loads information of a web page and segments content of the web page into a plurality of blocks based on a visual feature. The block analyzing unit classifies the blocks based on an attribute of each block. The vision identifying unit compares at least a relative feature of each block to determine a function of each block on the web page. The output unit collects the blocks and their functions into an information interface and outputs the information interface."
2020,"A building management system includes one or more computer-readable storage media having a data structure, wherein the data structure comprises a plurality of vulnerabilities and a plurality of pairs, each of the plurality of pairs comprising one of a plurality of assets and one of the plurality of threat types, wherein each of the plurality of pairs is associated with one of the plurality of vulnerabilities and instructions. The instructions cause one or more processors to receive a threat, the threat comprising a particular threat type of the plurality of threat types, the threat indicating an incident affecting a risk value associated with a particular asset of the plurality of assets, identify a particular vulnerability of the data structure based on the particular threat type and the particular asset, and determine, based on the particular vulnerability and the threat, the risk value associated with the particular asset."
2020,"A communication apparatus comprises a communication unit configured to communicate with an external apparatus, a first reading unit configured to read predetermined information for specifying a type of the external apparatus from a captured image of the external apparatus, a presenting unit configured to present an operation procedure for setting connection information, according to the type of the external apparatus specified using the predetermined information, a second reading unit configured to read connection information from a captured image of the external apparatus, based on a display appearance of connection information according to the external apparatus, and a control unit configured to connect with the external apparatus via the communication unit by using the connection information acquired by the second reading unit."
2020,The present disclosure relates generally to systems and methods for analyzing intent. Intents may be analyzed to determine to which device or agent to route a communication. The analyzed intent information can also be used to formulate reports and analyze the accuracy of the identified intents with respect to the received communication.
2020,"The present disclosure relates to a system and method for algorithmic modeling interface (â€œAMIâ€) model development. Embodiments may include enabling a selection from a plurality of templates associated with an advanced equalization algorithm at a graphical user interface. Embodiments may further include receiving a selection of at least one of the plurality of templates at the graphical user interface and displaying a selected template at the graphical user interface. Embodiments may also include allowing a user to edit one or more parameters associated with the selected template at the graphical user interface and generating an algorithmic modeling interface (â€œAMIâ€) model based upon, at least in part, the selected template and the one or more parameters."
2020,"A method includes receiving a set of documents related to data discovery issues, wherein at least a first data discovery issue is unrelated to a second data discovery issue. The method further includes generating a map of terms and words for the set of documents that correspond to concepts. The method further includes providing a user interface that includes a search analytics tool to a user associated with the first data discovery issue."
2020,"Embodiments described herein provide a more flexible, effective and computationally efficient means for determining multiple intents within a natural language input. Some methods rely on specifically trained machine learning classifiers to determine multiple intents within a natural language input. These classifiers require a large amount of labelled training data in order to work effectively, and are generally only applicable to determining specific types of intents (e.g. a specifically selected set of potential inputs). In contrast, the embodiments described herein avoid the use of specifically trained classifiers by determining inferred clauses from a semantic graph of the input. This allows the methods described herein to function more efficiently and over a wider variety of potential inputs."
2020,"Transforming a website for dynamic web content management includes identifying aspects of a static website that are to be under dynamic web content management, organizing the aspects of the static website in preparation for storing the aspects, and storing the aspects of the static website with a specific identifier."
2020,"Provided are a method and an apparatus for acquiring a semantic fragment of a query based on artificial intelligence, and a terminal. The method includes pre-processing the query and determining a first main word and a semantic fragment set included in the query; determining an association degree between each semantic fragment in the semantic fragment set and the first main word according to historical retrieve data; filtering the semantic fragment set according to the association degree and determining an object semantic fragment set corresponding to the query."
2020,"Systems, devices, and methods of the present disclosure use discourse analysis and other techniques to form questions and answers from text. The questions and answers can be used for different applications, including providing a virtual dialogue or generating training data for machine-learning models. For example, a dialogue application generates a discourse tree that represents text and identifies a question from a satellite elementary discourse unit of the discourse tree. The dialogue application annotates the text by inserting the generated question and labeling the satellite elementary discourse unit as an answer."
2020,Systems and methods for displaying annotations associated with an electronic document. One system includes an electronic computing device with an electronic processor configured to display a user interface on a display device. The user interface includes a canvas displaying a first subset of content included in the electronic document and a region scrollable independent from the canvas. The electronic processor is also configured to display a first plurality of annotations in the region. Each of the first plurality of annotations are associated with an anchor within the first subset of the content and displayed spaced within the region in at least one dimension based on spacing of the associated anchors. The electronic processor is further configured to change the region to display a second plurality of annotations in the region in response to changing the canvas to display a second subset of the content included in the electronic document.
2020,"A system for analyzing resumes. The system includes an electronic computing device, including an electronic processor. The electronic processor is configured to receive a selection of a resume and determine a first set of terms included in both the resume and a sentiment dictionary. The sentiment dictionary includes a plurality of terms organized in a plurality of categories. The electronic processor is also configured to generate a visual representation of information included in the resume based on the first set of terms."
2020,"Systems and methods provide for text mining, and in particular text mining of screens, of endpoint and other target computers and devices, of an enterprise or network. The text mining from the screen is based on the text that the end point user actually sees, as is actually displayed on the screen. As a result of the text mining, action can be taken against the endpoint computer."
2020,"Systems and methods for tagging video content are disclosed. A method includes: receiving a video stream from a user computer device, the video stream including audio data and video data; determining a candidate audio tag based on analyzing the audio data; establishing an audio confidence score of the candidate audio tag based on the analyzing of the audio data; determining a candidate video tag based on analyzing the video data; establishing a video confidence score of the candidate video tag based on the analyzing of the video data; determining a correlation factor of the candidate audio tag relative to the candidate video tag; and assigning a tag to a portion in the video stream based on the correlation factor exceeding a correlation threshold value and at least one of the audio confidence score exceeding an audio threshold value and the video confidence score exceeding a video threshold value."
2020,"A method includes receiving data characterizing historical user interaction with a search engine associated with a plurality of items, the received data including a first search query and a first item name selected by a user in response to receiving a result of a search of the first search query; training, using the received data, a model that maps item names to referring expressions, the training including using the first item name selected by the user as an input to the model and the first search query as a supervisory signal to the model; and providing the model. Related apparatus, systems, techniques, and articles are also described."
2020,"A digital medium environment includes an asset processing application that performs editing of assets. A projection function is trained using pairs of actions pertaining to software edits, and assets resulting from the actions to learn a joint embedding between the actions and the assets. The projection function is used in the asset processing application to recommend software actions to create an asset, and also to recommend assets to demonstrate the effects of software actions. Recommendations are based on ranking distance measures that measure distances between actions representations and asset representations in a vector space."
2020,"In some embodiments, a method includes receiving an electronic document that comprises a plurality of sections. The method includes marking the plurality of sections as a content section or a non-content section using a visual attribute of the sections that includes at least one of a width of the section, a density of the plurality of hyperlinks in the section, a size of a font of text in the section and whether a title of the electronic document overlaps with text in the section. The method also includes storing the marking of the plurality of sections of the electronic document in a machine-readable medium."
2020,"Techniques are disclosed for identifying and populating static form fields using prior responses to similar form fields. An example method includes receiving an electronic form having, encoded in the form, static text and a static form field for containing information specific to a given user of the electronic form. Using an image recognition algorithm, a fillable form field candidate is identified based on a graphical representation of the static form field. An attribute of the fillable form field candidate can be identified based on the static text. A suggested response for populating the fillable form field candidate is selected from prior responses to other form fields having at least one attribute in common with the identified attribute of the fillable form field candidate. The prior responses are inputs obtained from or associated with the given user. The suggested response is presented to the user for subsequent acceptance or rejection."
2020,"An image processing apparatus configured to: receive a target file including m page data relating to m pages and classification data classifying the m page data into n groups, m being an integer of 3 or larger, and n being an integer of 2 or larger and smaller than m; receive information of a designated character string; extract specific page data relating to a page including the designated character string from the m page data by analyzing the target file; determine a specific group of the n groups by using the classification data, the specific group including the extracted specific page data; determine one or more target page data to be output of the page data included in the specific group, the one or more target page data including page data different from the specific page data; and output the one or more target page data."
2020,"For example, in an embodiment, a method of determining user interface usage may comprise collecting, from a user interface including at least one data entry field, data indicating at least one event that occurs as a result of an action performed by a user on a data entry field and data associated with the user interface at the time of the at least one action, extracting, from the data indicating at least one event and the data associated with the user interface, data indicating an entity associated with the at least one event, applying an interval to the data indicating at least one event, the data associated with the user interface, and the data indicating an entity and determining an entity as owner of the event for that interval, and determining a duration of an activity based on a number of intervals that contain a given entity and action."
2020,"Text for display on a user device may be modified or adjusted by a number of text adjustment settings to make the displayed text easier to decode for the reader. The text adjustment settings are presented to the user in such a way that the user does not need to decode characters on a display screen of the user device in order to make a decision as to which of the text adjustment settings to select. For example, the choices may be conveyed using verbal cues from the speaker of the user device and/or by the use of color and/or shapes on the display screen. Once one or more text adjustment settings are selected, they may be stored as a default setting for the user requests the display of text."
2020,The cyber security appliance can have at least the following components. A phishing site detector that has a segmentation module to break up an image of a page of a site under analysis into multiple segments and then analyze each segment of the image to determine visually whether a key text-like feature exists in that segment. A signature creator creates a digital signature for each segment containing a particular key text-like feature. The digital signature for that segment is indicative of a visual appearance of the particular key text-like feature. Trained AI models compare digital signatures from a set of key text-like features detected in the image of that page under analysis to digital signatures of a set of key text-like features from known bad phishing sites in order to output a likelihood of maliciousness of the unknown site under analysis.
2020,"The systems and methods of the invention provide a network querying or content system which drives high relevance question sets or content to users and presents it in the optimal template to ensure user interaction. In accord with at least one aspect, the system assesses the context (of a user) by interpreting the optimal template based on personality mapping of the user and relevancy mapping of the query or content. In a technically efficient manner, the system employs client-based managers and builders to select, supplement, or build user profiles and user interface templates to optimize queries or content based on a user's present profile. The systems and methods of the invention perform processing, in a technically efficient manner, to assess question or content set interaction and relevancy to generate targeted question sets or content that encourage overall user health and wellness."
2020,"Various methods, apparatuses, and media for producing a report are provided. A first input that includes raw data and derived data is received, and mathematical relationships between the derived data and the raw data are determined. The mathematical relationships are used for generating executable code, which is then applied to newly inputted raw data to produce the report."
2020,"A method, system and computer program product for providing translated web content is disclosed. The method includes receiving a request from a user on a web site, the web site having a first web content in a first language, wherein the request calls for a second web content in a second language. The method further includes dividing the first web content into a plurality of translatable components and generating a unique identifier for each translatable component. The method further includes identifying a plurality of translated components of the second web content using the unique identifier of each of the plurality of translatable components of the first web content and putting the plurality of translated components of the second web content to preserve a format that corresponds to the first web content. The method further includes providing the second web content in response to the request that was received."
2020,"An intake management system provides a number of tools and features to memorial event providers. The intake system is configured to provide appropriate and necessary intake forms to an event planner via configured devices, and may also pre-populate fields of the forms based upon information from an automatically generated intake dossier, from friends and family of the memorialized person, and from custom configured rules. During an event planning interview, the system provides tools and features that provide flexibility to planners in order to increase the accuracy of event details and improve customer experience. This system may be combined with custody tracking of remains during event preparation, which may be implemented within a custody tracked environment in order to track remains, reduce mistakes, and drive event management based upon transit between areas of the tracked environment."
2020,"Bridging different standards or requirements documents originating from different participants in a drilling project to unify the standards or requirements provides more efficiencies and cost savings for the drilling project. The standards or requirements may be automatically analyzed to determine which standards or requirements from the participants are to be utilized for a given drilling project to generate a common bridged document of requirements and standards thereby aiding to reduce costs and establish a common understanding of the requirements and standards that are to be met or implemented during the drilling project by all participants. The automatic process may select those standards or requirements, or portions thereof that are more stringent. Moreover, as an additional output of the automated process, output files may be produced that reflect those determined standards, requirements or parameters for subsequent use by standard engineering programs to generate technical parameters and requirements for the drilling project."
2020,"A method and device for automatically changing or updating a configuration or setting of a communication system is disclosed. In one aspect, the method includes providing information to the communication system, the information comprising natural human language, storing the information in a digital storage device, detecting a triggering event in the information, and changing the configuration or setting of the communication system automatically using a processor. The information is an input to the communication system, an input from at least one alternate communication system, or a combination of an input to the communication system and an input from the at least one alternate communication system."
2020,"This patent is regarding the usage of Artificial Intelligence techniques to support job seekers, applicants, candidates for employment or education. The product or tool created using this Artificial Intelligence patent enables individual or group to easily develop profiles, resume, cover letters, application, or any document used for the employment or education purpose. It is the first patent to support candidates or applicant for the job search and application process. This Artificial Intelligence tool patent also includes audio, visual function, the user can command by using audio or visual sensory/command or type the command to the device/ system/ platform. The user can communicate with this tool/ device/ system verbally or written This Artificial Intelligence tool can be accessed and used in many languages (all existing human languages as of today, English, French, Korean, Japanese, Chinese, Spanish, Portuguese, Italian, Hindi, Urdu, and many more). The language can be transferable or interchangeable such as that the user (candidates) can verbally communicate the Artificial Intelligence tool in English to create an English resume or Chinese resume. Also, this Artificial Intelligence tool check grammar, format, etc. Thus, this patent tool can be used for global recruitment and work in a foreign country as well as an individual to efficiently create an application profile, resume, cover letters, etc. This Artificial Intelligence tool matches the required skills from the job posting and creates the user's profile based on the information provided by the user. This tool also recommends keywords, phrases, sentences for users (applicants, candidates, job seekers) and the user can review and modify according to the suggestion or the user can permit the Artificial Intelligence to apply for positions behalf of the user. This Artificial Intelligence tool can suggest job postings to the user and track application statues of the user, and the user can apply easily by simple steps, and the user can also permit this artificial intelligence tool to apply behalf of the user if there are relevant positions or pre-selected positions advertised. The user of this tool can search, maintain, schedule their job search applications, progresses, etc. This Artificial Intelligence tool can analyze any data relevant to this tool/ device/ system, etc. Employers or hiring managers would enable to search candidates if all system required conditions met."
2020,"A chatbot system and method conversing with other chatbots in place of a user. The chatbot system and method understand the purpose of conversation of a user, select chatbots to which the purpose of the user is to be transferred, converse with the selected chatbots in place of the user, and present the user with a result of conversation undertaken. The chatbot system converses with provider chatbots provided by property and service providers. The chatbot system includes a consumer chatbot that understands a purpose of conversation of a user, converses with the provider chatbots in place of the user, and provides a result of the conversation to the user."
2020,"Systems, methods and computer storage media for providing three-dimensional content within search are provided. In particular, three-dimensional content is provided in combination with two-dimensional search results in response to a search query. The three-dimensional content is rendered such that it can be interacted with by a user. User interactions with either the three-dimensional content or the two-dimensional search results cause updated three-dimensional content and/or two-dimensional search results to be rendered."
2020,"The present disclosure is directed towards systems and methods for creating a website and response actions via a website creation system. The systems and methods provide a plurality of website types for selection, and in response to receiving a selection of a website type, provide a plurality website templates specific to the selected website type. Each website type may include a series of directional webpages designed and intended to entice a particular user interaction with the website. Additionally, the systems and methods receiving a selection of a type of response action, a selection of at least one rule of a triggering condition, and an operand for the at least one rule of the triggering condition. Moreover, in response to the event of the triggering condition, the systems and method perform the response action."
2020,"A method of providing an ad extension includes selecting an advertisement for display. The method also includes selecting additional information related to the advertisement. The method also includes transmitting data representing the advertisement to a browser. The browser interacts with an expandable API to render an inline frame having an advertisement slot. The browser renders and displays the advertisement in the frame. The method also includes transmitting display data representing the additional information related to the advertisement to the browser. The browser receives an input to activate the ad extension. In response to the input, the browser interacts with the expandable API system to expand and render the frame. The browser renders, in the frame, the advertisement slot containing the advertisement. The browser also renders, in the frame, the additional information. The browser displays the expanded inline frame, such that the displayed frame covers a portion of the content."
2020,"Embodiments of the present disclosure disclose an artificial intelligence based method and apparatus for classifying a voice-recognized text. A specific embodiment of the method includes: acquiring a current interactive text of a voice query from a user; analyzing the current interactive text using a lexical analyzer to obtain a current lexical structure; determining whether the current lexical structure matches a template of a category in a classifier; and classifying, if the current lexical structure matches the template of the category in the classifier, the current interactive text corresponding to the current lexical structure into the category belonging to the matched template. The embodiment can fast classify texts, effectively reduce the magnitude of manually annotated texts, and improve the annotation efficiency in intelligent voice interaction services."
2020,"The disclosure related to the field of language processing. A server (30) is configured to respond to a query associated with a user device (21) by sending, to the user device (21), an indication of an item selected based on semantic importance attributed to grams of text in the query. Attributing semantic importance comprises: in the event that a number of occurrences of the gram in a first document is above an occurrence threshold, determining a gram score for said gram based on said number of occurrences; in the vent that the number of occurrences of the gram in the first document is below the occurrence threshold, determining the gram score based on: (i) said number of occurrences, and (ii) a reference score for the gram based on a number of occurrences of the gram in a reference document different to the at least one first document; and attributing the semantic importance based on the gram score."
2020,"An electronic apparatus and a controlling method thereof are provided. The electronic apparatus includes a memory configured to store at least one instruction, and a processor configured to execute the at least one instruction to control the electronic apparatus to: determine a keyword from a query based on the query being input, obtain a word related to the keyword based on information on a user preference, and provide a response to the user query based on the keyword and the word. The processor may be configured to control the electronic apparatus to obtain at least one word from among a plurality of candidate words corresponding to the keyword as a word related to the keyword based on the user preference information. For example, at least part of a method of providing a response to a query by the electronic apparatus may use an AI model that is trained using at least one of machine learning, neural network or deep learning algorithm."
2020,"A system and method for lowering probability that low data rates, high bit error rates, and susceptibility to signal degradation in communication environments during storms, solar activity, and adversarial activity is disclosed. The system and method affect communications by minimizing the amount of data/information that needs to be transmitted, partly by creating an algorithmic process/method that moves knowledge and not data and information. The system and method is based upon the realization that structured communications often possess a similar level of context that can be exploited to communicate full meaning (knowledge), even when only a small fraction of the message is transmitted to the receiver. Reducing the number of bytes transmitted significantly reduces the probability that a transmission will be affected by either naturally occurring or human supplied factors present in modern communication environments."
2020,"A facility enabling a user to operate visual user interface controls with ink commands is described. The facility causes to be displayed a control operable with mouse input, and receives an ink command directed to the displayed control. In response, the facility operates the displayed control in accordance with the received ink command."
2020,"Non-limiting examples of the present disclosure describe electronic document generation, where an electronic document of an application/service may be dynamically generated in a manner that is tailored specifically for a user. A query may be received that comprises a topic for generation of a slide-based visual presentation. The query is processed. In some examples, slide content suggestions may be generated and presented to a user based on the query processing. Content for a processed query may be retrieved by a plurality of data service providers that are connected with the visual presentation service via a distributed network. An electronic document may be generated for the slide-based visual presentation. The electronic document is specifically tailored for a user and dynamically generated based on one or more of: the processing of the query, the retrieved content, a selection of one or more slide content suggestions and an evaluation of signal data associated with the user."
2020,"Provided are systems and methods for creating custom dialog system engines. The system comprises a dialog system interface installed on a first server or a user device and a platform deployed on a second server. The platform is configured to receive dialog system entities and intents associated with a developer profile and associate the dialog system entities with the dialog system intents to form a custom dialog system engine associated with the dialog system interface. The web platform receives a user request from the dialog system interface, activates the custom dialog system engine based on identification, and retrieves the dialog system entities and intents. The user request is processed by applying the dialog system entities and intents to generate a response to the user request. The response is sent to the dialog system interface."
2020,Managing a presentation includes identifying audience member interactions with a plurality of presentation pages. Each of the plurality of presentation pages is associated with data indicative of the audience member interactions. That data is processed to identify an action plan specifying an update to the presentation. That update is based on identified audience member interactions with at least one of the plurality of presentation pages. The action plan is implemented to update the presentation.
2020,"Techniques for rule creation from natural language text (NLT) are disclosed. In an embodiment, a rule statement in the NLT is grammatically parsed to obtain a parse tree. Further, each of noun phrase (NP) core sub-tree and verb phrase (VP) core sub-tree, in the parse tree, is partitioned into at least one sub-tree. Furthermore, one or more operators are extracted using at least one sub-tree of NP or VP core sub-trees. The rule statement is substantially simultaneously splitted into groups of 3 adjacent words (3-grams). Each of the 3-grams is then compared with a predefined list to extract data properties and class concepts associated with the rule statement. Moreover, subscripts are assigned to the data properties, class concepts and operators. A rule head is then created based on the data properties and operators. Also, a rule is created using the data properties, operators, class concepts, associated subscripts and rule head."
2020,"The disclosed technology includes systems and methods for controlling enrollment and secure persistent SMS texting account servicing communications. A method is provided that includes receiving, at an enrollment web portal, enrollment data including: enrollment credentials identifying a user for authentication, a phone number of a mobile device associated with the user, and consent by the user to persistently interact with an account servicing system via SMS texting. The method includes: processing the received enrollment data, authenticating the user responsive to processing the received enrollment data, storing the phone number of the mobile device associated with the user in a phone number data storage, and generating, responsive to the authenticating, a revocable token for persistent access to a natural dialogue module via a SMS texting gateway for the mobile device identified by the phone number."
2020,"For visualizing numerical information, a content is analyzed to identify the numerical information. From the content, a contextual information that is descriptive of the numerical information is selected. A graphical shape is selected to represent the numerical information. A dimension of the graphical shape is adjusted such that the adjusted dimension represents a value in the numerical information according to a scale. A comparison object is selected where a size associated with the comparison object is a fraction of the adjusted dimension according to a ratio. The comparison object is presented relative to the graphical shape as a visualization of the numerical information."
2020,"Enabling semantic reasoning service within the semantic framework in a M2M/IoT system includes: 1) an overall in architecture of semantic reasoning processor, which highlights the functional components and flows of the reasoning process; 2) defined procedures for reasoning rule management in M2M/IoT systems (e.g., create and delete) for different scenarios; 3) procedures for triggering and performing the semantic reasoning process in M2M/IoT systems, which may be triggered by semantic query and semantic annotation process in on-demand and proactive manner; and 4) methods of dealing with and processing the new information generated through semantic reasoning process, which may include generating more semantic information to describe the information generated (e.g., new data content)."
2020,"The present disclosure relates to language agnostic unsupervised removal of text from form images. According to one embodiment, a method comprises generating a spectral domain representation of an image by applying a transformation, where the image depicts form layout elements and text elements, applying a first filter to the spectral domain representation to remove a portion of the frequency domain corresponding to the text element, and applying a transformation to the filtered spectral domain representation of the image to generate a reconstructed image. The text elements are not depicted in the reconstructed image."
2020,"A method, terminal, cache server and system for displaying multimedia content in a browser, comprising receiving a webpage identifier in a browser window for a webpage comprising multimedia content, generating a multimedia content display request corresponding to the multimedia content, and sending the multimedia content display request to server, receiving multimedia content returned from the server, activating a multimedia display plug-in of the browser to display a multimedia display window, and displaying the received multimedia content in the multimedia display window, wherein the multimedia display window in an initial state is smaller than the browser window."
2020,"Processing of character data is facilitated. A Find Element Not Equal instruction is provided that compares data of multiple vectors for inequality and provides an indication of inequality, if inequality exists. An index associated with the unequal element is stored in a target vector register. Further, the same instruction, the Find Element Not Equal instruction, also searches a selected vector for null elements, also referred to as zero elements. A result of the instruction is dependent on whether the null search is provided, or just the compare."
2020,"A device and method for switching between message threads is provided. The device includes: a communication interface; a display device; and, a controller. The controller is configured to: generate, at the display device, a first message thread of a plurality of message threads, each message thread comprising groups of associated messages transmitted and received by the communication interface; identify a message portion in the first message thread as being associated with one or more other message threads of the plurality of message threads, based on one or more of: respective content and respective metadata of the one or more other message threads; and, generate, at the display device, a link to the one or more other message threads."
2020,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for constructing and processing computational graphs that represent dynamically structured machine learning models are disclosed. An example system receives data identifying a plurality of operations that can be performed on input data for processing by a dynamically structured machine learning model. The system also receives a plurality of labels corresponding to arguments for the plurality of operations. A directed computational graph representing a comprehensive layer of the dynamically structured machine learning model is generated from the identified operations and labels. An example system then receives an input for processing by the machine learning model and specifies data flow through the directed computational graph."
2020,"A media system that is accessible over a network, which includes a user interface module implemented by a server computer and accessible by a plurality of user computers operated by a plurality of users over the network and is operative to respond to user requests for web pages or other selections of content, where user inputs of one or more collections can be obtained."
2020,"A database management system for processing large volumes of data in a key-value store database is provided. The system may be configured to receive a plurality of filled fillable request forms where each request form may include a request including a plurality of field labels and a plurality of fillable text fields corresponding to each of the plurality of the field labels. The system may be configured to extract each set of inputted data from each fillable text field. The system may be configured to store, in the key-value store database, for each request form, each of the plurality of field labels and the corresponding set of inputted data as a combination key-value pair. The combination key may be equal to a WIP ID number, form ID number and field ID number. The corresponding value may be equal to the set of data of the corresponding field ID number."
2020,"A sensory eyewear system for a mixed reality device can facilitate user's interactions with the other people or with the environment. As one example, the sensory eyewear system can recognize and interpret a sign language, and present the translated information to a user of the mixed reality device. The wearable system can also recognize text in the user's environment, modify the text (e.g., by changing the content or display characteristics of the text), and render the modified text to occlude the original text."
2020,"Examples of the present disclosure can comprise systems and methods for creating and modifying named entity recognition models. The system can use two or more existing named entity recognition models to output responses to natural language queries for which the models have not yet been trained. When the output from the two or more models match, the query and the resulting output can be stored as training data for a new named entity recognition model. If the output from the two or models do not match, the query and the outputs can be stored in an exceptions file for additional review. In some embodiments, the system can comprise one or more processors and a display for providing a user interface (UI)."
